Injured,MP,FG,FGA,FG%,2P,2PA,2P%,FT,FTA,TRB,AST,TOV,PTS,MP_total,PER,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1,42.4,9.9,21.1,0.472,8.6,17.2,0.499,6,8,7.4,7.2,3.3,27.2,3388,25.7,0.183,0.378,3.8,10.2,32.9,2.8,1.1,29.7,9.7,4.6,14.3,0.203,7,1.7,8.6,9.1
1,42.5,11.1,23.1,0.48,9.5,18.3,0.518,7.6,10.3,7,6.6,3.3,31.4,3361,28.1,0.208,0.447,2.6,9.8,32.8,2,1.5,33.6,12,4.3,16.3,0.232,7.5,1.6,9.1,9.4
1,43.1,11.3,25.3,0.447,10.3,22.2,0.465,9.4,11.5,3.2,7.4,3.4,33,3103,25.9,0.122,0.455,1.7,4.4,34.9,2.3,0.2,35.8,8.8,1.8,10.6,0.165,5.8,-1,4.8,5.3
0,25,3.1,8.2,0.376,1.4,2.9,0.48,0.8,0.9,5,1.7,0.8,8.6,1749,12,0.645,0.113,2.8,10.5,10.1,2.7,2.2,16.4,-0.3,2.5,2.2,0.06,-1.6,1.5,-0.1,0.8
0,25,2.6,6.8,0.378,2,4.4,0.443,3.1,3.5,5.1,1.3,1.4,8.9,1827,13.5,0.35,0.515,6.8,12.2,9.5,1.4,0.7,18.7,1.8,2.2,4.1,0.107,-0.4,-0.3,-0.7,0.6
0,25,3.7,8.3,0.452,3.1,6.6,0.477,1.2,1.5,2.9,3.3,1.4,9.3,2003,13.2,0.204,0.185,2.9,6.6,20,1.7,0.6,18.4,1.7,1.7,3.4,0.082,-0.9,-0.4,-1.3,0.4
0,25,3.2,7.6,0.413,1.5,3.6,0.426,0.9,1.3,2.8,1.2,0.9,8.8,1776,10.9,0.529,0.164,3.1,6,8.4,1.6,1.2,15.9,1.3,1.3,2.6,0.07,-1.6,-0.3,-1.8,0.1
0,25,3.8,7.3,0.521,3.3,5.9,0.549,0.9,1.2,4.1,2.8,1.5,9.1,1974,14.1,0.193,0.159,4.4,9.3,16.3,1.1,1.2,17,2.3,2.6,4.9,0.12,0.4,0.9,1.3,1.6
0,25,2.3,5.1,0.457,2.3,5,0.468,0.4,0.7,3.9,0.8,0.5,5.2,1652,8.9,0.029,0.139,4.8,8.8,4.4,1.5,1.7,10.9,0.5,1.2,1.6,0.047,-2.8,0.4,-2.5,-0.2
0,25,2.7,6.4,0.427,2.1,3.9,0.529,2.5,3.1,4.3,1.6,1.4,8.6,1547,11.5,0.387,0.48,5.7,9.1,8.9,2,1.4,15.1,0.9,1.2,2.2,0.068,-2.4,0,-2.4,-0.2
0,25,2.7,6.2,0.444,2.2,4.4,0.496,0.4,0.6,4.9,3.6,2,6.4,1424,11.2,0.282,0.1,5.5,11.3,23.8,1.2,1.3,15.5,-0.3,0.8,0.6,0.019,-1.6,-0.2,-1.8,0.1
0,25,2.6,5.4,0.485,1.6,2.7,0.579,0.2,0.4,4.2,0.6,0.4,6.6,1649,10.2,0.504,0.075,3.6,8.9,3.2,1.2,1.4,10.7,1.4,1.6,3,0.088,-1.9,0.3,-1.6,0.2
0,25,4,9.8,0.404,2.5,5.9,0.428,1.9,2.2,2,3,1.6,11.2,1998,12.9,0.395,0.22,2,4.6,20.2,1.2,0.3,22.9,1.4,2.2,3.6,0.086,-0.3,-0.6,-0.9,0.6
0,25,4.5,10.1,0.448,3.9,8.1,0.482,2.2,2.7,3.2,3.5,1.6,11.9,1476,16.9,0.203,0.265,4,7.1,23.8,1.8,0.7,23,2,0.4,2.4,0.078,1.2,-0.9,0.2,0.8
0,25,2.7,7,0.383,2,4.4,0.452,0.9,1.1,3.2,4.2,1.7,6.9,1647,9.3,0.364,0.161,2.2,6.9,24.6,2.3,1.9,15.7,-1,1.5,0.5,0.014,-4.3,0.8,-3.5,-0.6
0,25,4.5,8.8,0.512,3.8,6.9,0.546,0.7,0.9,4.7,1.1,0.9,10.4,1775,15.2,0.212,0.101,7.2,10.8,7.5,0.9,1.7,17.6,3.1,1,4.1,0.111,0.9,-0.9,-0.1,0.9
0,25,3.8,8.6,0.437,2.3,4.6,0.499,1.6,1.9,5.6,1.6,1.2,10.6,2023,13.1,0.464,0.216,6.6,12.1,8.8,1.1,0.4,17.8,2.3,1.2,3.5,0.084,-0.3,-1.3,-1.6,0.2
0,25,2.8,6.6,0.427,2.8,6.6,0.428,2.1,2.5,6.3,2.6,1.7,7.7,1325,14,0.003,0.372,11.8,14.4,16.3,1.8,0.9,17,1,0.7,1.7,0.06,-0.9,-0.9,-1.8,0.1
0,25,4.3,7.3,0.59,4.3,7.3,0.59,2,2.8,6.9,0.8,1.5,10.6,1148,18.7,0,0.389,11.4,15.9,5.6,0.8,3.9,18.1,2.5,1.3,3.9,0.161,0.4,-0.1,0.3,0.7
0,25,2.6,4.1,0.647,2.6,4.1,0.647,1.3,2,9.1,1.2,1.3,6.5,1151,14.2,0,0.497,12.2,19.4,6.6,0.7,1.9,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2
0,25,3.7,7.8,0.48,2.8,5.3,0.531,1.3,1.4,2.4,1.5,0.9,9.6,1973,13.8,0.316,0.182,1.7,5.6,9.3,1.7,1.2,17,2.8,1.9,4.7,0.114,0.1,0.8,0.9,1.5
