Injured,MP,FG,FGA,FG%,2P,2PA,2P%,FT,FTA,TRB,AST,TOV,PTS,MP_total,PER,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,29.9,4,8.5,0.468,1.8,2.7,0.641,1.1,1.4,3.2,2.1,1,11.3,2121,11.7,0.676,0.163,2.5,5.9,9.7,1.1,1.2,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1
0,29.9,4.1,8.2,0.505,2.9,4.9,0.583,1,1.5,5.3,1.6,1.1,10.6,2066,13.2,0.403,0.18,4.2,9.3,7.5,2.2,2.1,14.3,2.1,3.7,5.7,0.134,-0.8,2,1.2,1.7
0,29.9,3.4,7.4,0.466,1.8,3.1,0.589,1.1,1.5,5.7,1.6,1,9.5,2120,12.3,0.58,0.207,7.3,10,7.2,1,1.6,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9
0,29.9,5.8,11.2,0.521,5.8,11.1,0.523,2.7,3.2,7.3,2.7,1.5,14.3,2060,19.4,0.006,0.286,4.8,15.1,15.7,1.7,2.2,22.1,3.6,3.8,7.3,0.171,1.5,1.9,3.5,2.9
0,29.9,3.5,7.4,0.476,2.8,5.2,0.533,1.8,2.1,3.8,2.1,1.3,9.5,2335,12.3,0.293,0.283,4.5,7,10,2.7,2.5,13.7,2.1,2.5,4.6,0.096,-2,1.5,-0.5,0.9
0,29.9,5.2,12,0.436,5,11.1,0.447,3.2,3.9,3.1,7.9,3.1,14,2243,18.2,0.076,0.325,2.7,6.2,44.8,2.3,0.3,26.1,2,2.3,4.3,0.091,1.4,-0.5,0.9,1.6
0,29.9,4.5,10.8,0.414,2.5,5.4,0.457,2.6,3.4,6.6,2,1.4,13.5,1143,14,0.393,0.304,2.1,5.8,15.5,1.7,1,16.9,1.6,0.6,2.1,0.09,0,-0.6,-0.5,0.4
0,29.9,5,10.3,0.484,3.3,6.1,0.545,1,1.1,3,4.4,1,12.6,2239,14.7,0.406,0.109,1.4,5.6,21.4,1.2,0.6,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0,1.1
0,29.9,3.6,8.2,0.444,1.9,3.3,0.569,1,1.3,4,1.5,1.1,10.1,2271,11.3,0.603,0.152,2.6,7.5,7.2,1.5,1.8,14.9,2.2,2.1,4.3,0.091,-0.5,0.2,-0.3,1
0,29.9,5.4,7.7,0.705,5.4,7.7,0.708,1.8,3.2,9.2,1.9,1.3,12.6,2271,20.8,0.003,0.419,9.3,17.4,9.3,1.4,7.1,15.4,5.2,4,9.2,0.195,0.9,2.2,3.1,2.9
0,29.9,4.6,9.3,0.492,4.5,9,0.499,1.4,2.3,4.2,5.1,1.9,10.6,2306,15.6,0.027,0.245,4.3,8.3,28.2,3,0.5,18.9,2.3,4.9,7.2,0.15,-0.4,2.6,2.1,2.4
0,29.9,3.4,5.6,0.6,3.4,5.6,0.604,1.4,2.7,9.2,1,0.8,8.1,2336,15.3,0.007,0.487,13.9,16.9,4.6,0.8,2.9,11.3,5,2.3,7.3,0.149,0,-0.7,-0.7,0.7
0,29.9,3.2,7.9,0.408,1.7,4.2,0.409,0.6,0.8,2.4,5.1,1.4,8.5,2424,12,0.466,0.1,1.5,4.7,27.1,1.2,0.1,15.3,2.5,1.3,3.8,0.075,0.1,-0.6,-0.5,0.9
0,29.9,5,11,0.457,4.5,9.4,0.479,2.6,2.9,2.8,5.1,2.5,13.2,2360,15.6,0.143,0.267,1.9,5.3,28.9,1.9,0.4,21.9,2.1,2.2,4.3,0.087,0.4,-0.7,-0.3,1
0,29.9,4.7,8.2,0.571,4.7,8.2,0.572,2,3.2,7.7,1.1,1.8,11.3,2389,16.5,0.002,0.392,13,14.2,5.4,1.8,2.6,16.2,3.3,3.1,6.5,0.13,-0.2,0,-0.2,1.1
0,29.9,4.5,9.4,0.478,3.1,5.9,0.533,3.4,4.1,4.9,1.5,1.4,13.7,2451,18.8,0.377,0.435,4.2,9.3,8.4,2.9,1.2,18.9,6.8,3.2,10,0.195,2.3,1.4,3.7,3.5
0,29.9,5.4,9.5,0.566,5.4,9.4,0.569,1.5,2.1,8.7,1.2,1.2,12.2,2453,18.2,0.004,0.226,8.5,16.5,6.5,1,3.6,17.6,4.4,4.2,8.6,0.168,0.6,0.9,1.5,2.1
0,30,4,10.2,0.393,2.6,6.3,0.407,2.4,2.7,2.9,4.1,1.7,11.9,2222,13.4,0.385,0.269,1.8,5.3,21.6,1.8,0.1,19.4,2.3,1.4,3.7,0.08,-0.7,-0.4,-1.1,0.5
0,30,4.2,8.8,0.476,3.8,8,0.482,3.2,3.9,7.8,3.3,1.9,11.9,2100,16.7,0.091,0.443,8.3,15,17.9,1.3,1.3,18.4,3.6,1.5,5.1,0.117,1,0.1,1.1,1.6
0,30,6.7,15.6,0.43,4.1,7.8,0.524,4.4,5.1,2.7,4.5,3.1,20.4,2458,14.6,0.498,0.325,1.5,5,22.5,1.2,0.8,29.2,1.4,1.9,3.2,0.063,-0.1,-1.8,-1.9,0.1
0,30,4.2,8.8,0.476,3.2,5.9,0.54,1.7,1.8,2.8,1.7,1,11,1469,13.5,0.329,0.209,1.7,5.6,8.7,1.6,1.1,16.3,2.2,1.5,3.7,0.12,-0.2,0.8,0.7,1
0,30,7.5,14.7,0.508,7.5,14.6,0.511,2.5,3.7,7,1.2,2.3,17.5,1591,17.1,0.008,0.248,8.1,12.8,8.2,0.7,2.9,27.3,0.3,0.9,1.2,0.037,-0.5,-1.8,-2.3,-0.1
0,30,3.5,7,0.506,3.5,6.9,0.51,2.6,3.3,8.3,2,1.7,9.7,2193,17.2,0.012,0.477,11.3,15.9,10.5,1.6,4.5,15,3.4,1.5,4.9,0.108,-0.1,0.3,0.2,1.2
0,30,6.6,16.4,0.405,5.1,11.1,0.465,3,3.7,3.2,4.9,3.2,17.7,1530,15.9,0.325,0.224,2.6,5.7,30.7,1.2,0.8,31.7,0,1.2,1.2,0.038,1.6,-2.2,-0.6,0.6
0,30,3.9,8.7,0.446,2.8,6,0.467,1.5,1.8,2.5,4,1.7,10.2,2157,12.3,0.302,0.202,1.1,4.9,21.1,1.8,0.6,16.7,1.8,1.2,3,0.068,-1,-0.2,-1.3,0.4
0,30,5.1,10.1,0.505,3.3,5.8,0.558,1.4,2,3.9,2.9,1.7,13.4,2278,16.7,0.422,0.196,1.9,7.9,17.8,1.3,0.8,19.8,4.5,2.6,7,0.148,2.4,0.4,2.9,2.8
0,30,6.2,13.9,0.448,3.5,6.3,0.55,3.2,3.5,3.4,4,2.5,18.5,2283,16.1,0.548,0.251,1.7,6.2,21,1.3,1,26,3.1,2.9,6,0.126,1.3,-0.3,1,1.7
0,30,3.6,7.4,0.487,3.5,6.9,0.505,1.5,2.3,3.2,2.7,0.9,8.8,1742,12.5,0.072,0.31,3.1,6.4,12.7,2.7,0.7,13.9,1.6,2.2,3.7,0.103,-0.8,2,1.1,1.4
0,30,3.9,9.9,0.399,3.9,9.8,0.401,2.9,4.3,4.3,0.9,1.6,10.8,2102,9.2,0.009,0.438,3.5,8.4,5.4,1.1,0.7,20.8,-1.7,1.4,-0.2,-0.005,-3.5,-1.4,-4.9,-1.5
0,30,4.7,9.3,0.501,3.4,6.2,0.54,1.8,2.2,2.4,5.4,1.8,12.4,2401,18.4,0.33,0.233,1.8,4.4,28.8,2.4,0.5,18,6.2,2.4,8.5,0.171,3,0.3,3.3,3.2
0,30,5,8.6,0.578,5,8.6,0.579,1.9,3.5,11.2,2,1.8,11.9,1863,19.1,0.002,0.405,13,20.2,10,1.7,3.6,16.9,3.3,2.1,5.4,0.139,0.9,0.4,1.3,1.5
0,30,7.6,13.6,0.56,6.7,11,0.609,3.3,4.4,9.8,2,2,19.5,1829,21.8,0.19,0.32,12.3,17.1,11,0.6,1.8,23.7,5,1,6,0.158,2.8,-1.9,0.9,1.3
0,30,6.5,10.5,0.621,6.4,10.4,0.622,2.4,3.6,13.5,1.2,1.8,15.5,2008,25,0.01,0.34,13.6,23.6,5.9,0.6,8.4,19.6,5.6,3,8.5,0.204,2.5,0.7,3.2,2.6
0,30,3.8,8.6,0.442,1.3,2.5,0.521,0.8,0.8,3.4,1.5,0.7,10.9,1949,11.1,0.709,0.098,0.9,6.2,7.4,1.3,0.5,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9
0,30,4.6,10.4,0.44,3.1,6.9,0.454,1.4,1.7,3.8,2.1,1.5,12.1,2460,12.5,0.34,0.16,2.7,7.2,11.7,1.8,0.7,19.1,1.9,0.8,2.7,0.053,-1.2,-1.1,-2.3,-0.2
0,30,5.3,10.3,0.514,5,9.2,0.538,1.2,1.5,7.8,2.4,1.5,12.1,2010,18,0.106,0.146,8.2,14.5,13.1,1.9,1.8,19,2.9,2.5,5.3,0.127,1.6,0.6,2.2,2.1
0,30,3.3,8.4,0.395,1.5,3.5,0.432,0.9,1.2,7.6,1.2,1.1,9.3,2072,12,0.582,0.137,5.2,13.8,5.8,1.9,1.6,14.8,0.9,3.2,4.2,0.097,-0.7,1.1,0.4,1.3
0,30,5.1,10,0.508,4.1,6.6,0.619,2,2.5,6.5,1.2,1.1,13.1,2130,13.6,0.339,0.252,3.9,11.9,5.3,0.9,2.9,17.1,2.1,2.1,4.2,0.095,-1.4,0.2,-1.3,0.4
0,30,3.6,7.6,0.477,3.6,7.6,0.479,1.4,1.9,10.1,1.8,1.4,8.6,2162,17.8,0.004,0.248,10.9,19,9.6,2,6.1,14.3,2.6,4.3,6.9,0.154,-0.1,2.5,2.5,2.5
0,30,3.2,8.1,0.399,1.9,4.5,0.42,1.1,1.4,2.7,3,1.1,8.8,2278,10.2,0.436,0.18,1.6,5.2,14.8,1.1,0.9,14.5,1.8,-0.1,1.6,0.034,-1.1,-1.5,-2.5,-0.3
0,30,3.4,7.7,0.435,1.4,2.7,0.502,0.6,0.7,3.3,2.1,1.2,9.2,2401,9.7,0.644,0.088,0.7,5.9,9.9,1.2,1.1,13.7,1.2,2.9,4.1,0.082,-1.5,0.6,-1,0.6
0,30,4.2,9.6,0.436,2.8,5.9,0.479,1.4,2.1,2.5,2.8,1.9,11.1,2457,11.6,0.383,0.223,2.2,4.9,14.6,2.5,0.3,18.6,0.7,1.6,2.3,0.045,-1.7,-0.3,-2,0
0,30,4.1,8.7,0.478,3.7,7.7,0.483,2.5,3.1,5.5,2.4,1.3,11.3,2430,14,0.114,0.357,3.6,10.3,11.2,1.2,1,16.8,3.7,1.8,5.5,0.109,0.3,0.3,0.6,1.6
0,30,2.3,5.7,0.405,1.2,2.9,0.426,0.5,0.9,2.7,1.4,0.8,6.2,2464,7.1,0.497,0.156,1.2,5.5,7,1.3,0.7,10.9,0.4,3.6,4.1,0.079,-2.5,1.4,-1.1,0.6
0,30,4,7.5,0.541,4,7.5,0.542,2,3.6,11.7,0.9,2.1,10.1,1278,12.4,0.484,0.15,1.7,4.9,26.4,1.3,0.2,18,1,1.2,2.2,0.084,-0.2,-0.4,-0.6,0.5
0,30,5.1,11.9,0.426,2.9,6.3,0.461,1.9,2.2,4.7,2.6,2.3,14.1,2464,12.8,0.469,0.185,2.3,8.8,13.9,1.7,1.5,22.1,0,2,2,0.038,-0.5,-0.6,-1.1,0.6
0,30.1,5,10.7,0.472,2.9,5.6,0.529,0.8,1,3,5.3,1.6,13,1746,16.2,0.478,0.09,2.4,5.5,24.6,2.1,1.4,18.1,2.8,0.7,3.5,0.096,1.9,-0.5,1.4,1.5
0,30.1,4.3,8.5,0.51,4.3,8.5,0.51,1,1.4,9.8,1.3,0.8,9.6,1866,16.6,0,0.164,11.6,19.3,7.3,1.2,2.1,15.7,2.8,2.8,5.6,0.144,0,0.4,0.5,1.2
0,30.1,5.3,9.9,0.534,5.3,9.8,0.537,3,4.3,8.6,1.8,1.7,13.5,2290,18.6,0.005,0.435,13.1,17,9.8,1.8,2.5,20,4.5,3.3,7.7,0.162,0.7,0.3,1.1,1.8
0,30.1,4.5,10.5,0.425,2.7,5.6,0.471,1.2,1.6,5.3,1.8,1.4,12,2321,15.1,0.464,0.156,5.3,10.3,10.3,1.8,1.4,19.5,3.2,1,4.2,0.088,1.6,-0.8,0.8,1.6
0,30.1,5.2,11.4,0.453,5.1,11.2,0.454,1.7,2.5,6.3,1.6,1.3,12.1,1354,13.7,0.02,0.223,7.2,11.8,8.8,1.7,1.3,20.9,0.2,1.3,1.5,0.053,-1.8,-0.4,-2.1,0
0,30.1,6.1,14.4,0.424,4.3,9.7,0.438,1.8,2.8,3.3,4.3,2.2,15.8,1384,14.5,0.324,0.192,1.4,6.1,23.8,1.5,1.1,26.3,0.2,1.5,1.6,0.057,0.3,-0.4,-0.1,0.7
0,30.1,5.3,11.5,0.465,3.5,6.9,0.504,1.4,1.7,5.6,2.1,1.2,13.9,1683,15.9,0.398,0.149,3.4,10.1,10.6,2.3,1.6,19.1,1.8,1.5,3.2,0.093,0.8,0.1,0.9,1.2
0,30.1,4.9,13.2,0.368,3.2,8.1,0.4,1.4,1.9,2.7,4.3,1.6,12.8,2288,12.6,0.388,0.144,1.6,5.2,25,1.5,0.5,23.9,0.8,1.6,2.4,0.05,-0.1,-1.3,-1.4,0.3
0,30.1,4.1,9.9,0.421,4,8.9,0.447,3,4.1,3,6,1.9,11.5,1866,15.8,0.1,0.416,2.1,5.4,33.1,3,0.3,20.1,1.9,1.8,3.7,0.096,-0.9,1,0.2,1
0,30.1,5.3,11.4,0.466,4.8,9.5,0.5,2.4,2.9,6.1,1.8,1.1,13.5,1444,13.5,0.16,0.257,5.7,11.1,8.8,1.2,0.5,19,1.3,0.5,1.8,0.06,-1.2,-2,-3.2,-0.4
0,30.1,4.1,9.8,0.415,3,6.4,0.461,3.3,3.8,2.5,4.5,1.7,12.6,1986,11.5,0.346,0.388,1.2,4.4,20.1,1.2,0.4,18.6,1.3,1.5,2.8,0.068,-2.4,-0.5,-2.9,-0.4
0,30.1,4.1,8.1,0.504,4.1,8.1,0.504,2.5,3.4,11,2.1,1.8,10.7,1925,17.9,0,0.421,12.9,20.3,10.8,0.9,4,17.1,2.7,3.5,6.2,0.154,0.1,1.5,1.6,1.7
0,30.1,4.3,11,0.391,3.1,7.7,0.405,2,2.8,3.3,5.6,2.3,11.9,2406,14.2,0.307,0.251,3.5,6.4,30.9,2.2,0.3,21.4,0.8,1.8,2.6,0.051,0.2,-0.8,-0.6,0.8
0,30.1,5.1,11,0.467,3.8,7.6,0.494,1.7,2,4.4,2.3,1.4,13.4,2378,15.6,0.308,0.18,2.3,8.4,12.7,2.6,0.4,19.9,3.2,3.5,6.7,0.135,0.5,1.1,1.6,2.2
0,30.1,6.6,11,0.594,6.6,11,0.594,2.1,3.6,14.3,0.8,1.2,15.2,1898,24.3,0,0.327,17.5,26.1,4.1,1.1,6,19.9,4.9,3.3,8.2,0.207,2.7,0,2.7,2.2
0,30.1,2.6,6.6,0.397,2,4.3,0.461,1.8,2.8,4.6,2.6,1.6,7.7,2076,11.6,0.356,0.415,3.9,9.1,13.3,2.5,1.7,14.5,0.6,2.5,3.1,0.072,-1.2,1.8,0.7,1.3
0,30.1,5.8,10.2,0.567,5.8,10.2,0.567,1.9,2.8,9.9,1.4,1.6,13.5,2256,19,0.001,0.271,10.8,18.4,7.5,1,3.4,18.9,4.2,3.1,7.3,0.156,0.5,0.1,0.6,1.5
0,30.1,2.7,5.9,0.464,2.2,3.5,0.609,0.6,1.4,5.1,1,0.6,6.6,2376,9.6,0.397,0.24,4.6,9.4,4.6,1.9,2.7,10.1,1.1,3.1,4.2,0.085,-2.5,1.4,-1,0.6
0,30.1,5,10.3,0.484,4.4,8.9,0.498,2.7,3.2,4.2,2.5,1.7,13.2,2409,14.7,0.138,0.312,3.7,8.1,13,1.4,1.1,20.1,3.1,1.3,4.4,0.087,-0.2,-0.3,-0.5,0.9
0,30.1,3.5,7.5,0.467,3.5,7.5,0.467,2.2,4.1,9.5,0.7,2,9.2,2465,11.1,0,0.541,10.4,18.8,3.6,0.6,2.6,17.2,-0.8,2.9,2,0.039,-3.3,-0.8,-4.1,-1.3
0,30.2,4.3,10,0.431,2.6,5.6,0.462,1.8,2.4,3.8,3.9,1.6,12.1,2237,12.4,0.437,0.243,2.8,7.4,18,1.6,1,18.7,1.4,3.1,4.4,0.095,-1,0.8,-0.2,1
0,30.2,4.7,10.9,0.427,3.6,7.9,0.452,2.6,3.2,4.2,1.8,1.2,13.1,383,16.8,0,0.468,15.3,15.4,5.3,1.1,3.1,16.1,0.9,0.3,1.2,0.156,-0.6,-0.6,-1.2,0.1
0,30.2,4.7,11,0.425,3.9,8.9,0.441,1.2,1.5,4.1,6,2.3,11.3,1389,12.4,0.19,0.136,1.5,7.3,30,2.4,1.3,20.1,-0.5,1.2,0.6,0.022,-2.8,0.2,-2.7,-0.2
0,30.2,4.6,12.2,0.377,1.3,3.5,0.38,2.4,2.9,2.7,5.4,1.5,14.8,1659,14.6,0.713,0.236,1.4,4.8,26.3,1.4,0.4,21.4,2.5,0.9,3.4,0.099,1.8,-1.1,0.7,1.1
0,30.2,4.5,10.2,0.439,2.7,5,0.536,2.3,2.9,2.1,2.9,1.8,13.1,1418,11.4,0.513,0.282,0.9,3.8,13.8,1,1.2,18.1,1,0.1,1.1,0.037,-0.9,-1.7,-2.6,-0.2
0,30.2,5.1,9.9,0.512,4.9,9.5,0.518,1.7,2.8,10.1,2.1,1.8,12,1721,16.8,0.041,0.286,14.5,18.6,10.5,0.9,2.5,18.3,2,1.1,3.1,0.085,-0.2,-1.3,-1.5,0.2
0,30.2,3.5,5.9,0.593,3.5,5.8,0.595,1.8,2.8,9.6,1.1,1.3,8.7,1662,16.4,0.003,0.481,10.9,18.7,5.5,1.2,3.4,12.9,3.1,1.9,4.9,0.143,0.3,-0.1,0.2,0.9
0,30.2,5.4,11.3,0.48,5.4,11.3,0.481,2.3,3.1,6.1,1.4,1.7,13.1,2297,15.7,0.001,0.272,9,11.8,7.9,1.9,2.7,21.7,1.6,1.9,3.5,0.073,-1.1,-0.7,-1.8,0.1
0,30.2,4.8,10.6,0.45,3.3,6.4,0.516,0.9,1.2,6.8,4,1.2,11.9,2025,15.7,0.399,0.113,5.6,12.4,19.2,1.2,2.6,17.5,2.8,2.6,5.4,0.128,1.3,1,2.2,2.2
0,30.2,3.9,9.7,0.408,2.6,5.8,0.446,0.7,0.8,2.8,2.4,1.4,9.9,1905,7.6,0.403,0.082,2.5,4.9,11.8,1,0.7,16.2,-0.6,1,0.3,0.009,-2.8,-0.9,-3.7,-0.8
0,30.2,6.3,11.2,0.564,5.4,8.6,0.628,2.8,4.6,6.6,3,1.4,16.3,2055,19.5,0.227,0.413,9.4,12.5,14.2,1.3,2.2,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1
0,30.2,5.8,12.6,0.46,3,6,0.504,2.8,3.1,2.5,3,1.5,17.1,2116,15.9,0.523,0.248,0.5,4.5,15.1,0.8,0.2,21.7,4.8,1.8,6.6,0.15,2.2,-1.1,1.1,1.7
0,30.2,5.3,10.2,0.522,5.3,10.2,0.523,2.6,3.9,8.7,1.2,1.8,13.3,2201,19,0.001,0.38,10.1,16.7,7.3,1.8,3.8,20.8,2.9,2.3,5.1,0.112,0,0.1,0.1,1.2
0,30.2,4.9,9.3,0.527,4.3,7.7,0.557,0.6,1.2,6.1,1.6,1.3,11,2237,14.9,0.172,0.125,6.7,11.2,8.4,2.5,1.1,16.4,2,2.7,4.6,0.1,-0.3,0.8,0.5,1.4
0,30.2,3.9,9.3,0.422,2.3,4.6,0.494,1.7,2,6.6,1.4,0.8,11.2,482,9.8,0,0.6,10.4,17.8,4.2,0.5,1.7,8.8,0.4,0.6,1,0.1,-3.6,-0.1,-3.7,-0.2
0,30.2,4.9,9.8,0.5,2.5,4.8,0.528,1.4,1.8,3.8,2.4,1.6,13.7,2293,13.5,0.516,0.178,2.4,6.7,11.9,0.8,0.6,17,3.8,1.7,5.5,0.116,0.8,-0.3,0.5,1.4
0,30.2,4.7,10.8,0.435,2.6,5.5,0.48,1.8,2,3.4,1.9,1.3,13.2,2329,12.6,0.492,0.186,2,6.2,9.1,1.8,0.9,19,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3
0,30.2,2.1,5.3,0.407,1,2.6,0.394,0.6,0.9,2.9,1.1,0.6,6,2448,7,0.502,0.161,1.6,5.6,5.5,1.2,0.7,9.9,0.9,3.4,4.4,0.085,-2.9,1.5,-1.4,0.4
0,30.2,8.1,18.7,0.434,5.2,10.9,0.482,2,2.5,3.9,7,3.1,21.1,2448,19.4,0.419,0.135,2.3,6.8,41.3,1.9,0.6,31.9,2.4,2.6,5,0.097,4,-0.6,3.4,3.4
0,30.2,4.5,9.9,0.453,3.7,7.3,0.503,1.7,2,2.5,3.8,1.6,11.5,2474,13,0.261,0.202,1.8,4.8,21,1.7,0.5,18.3,2.6,1.8,4.3,0.084,-1,0.2,-0.8,0.8
0,30.3,5,12.9,0.392,4,9.4,0.419,1.5,2.4,2.9,1.9,1.3,12.7,1422,10.1,0.265,0.185,2.2,5.1,9.8,1.6,0.6,21.7,-0.3,1,0.7,0.023,-2.5,-1.2,-3.7,-0.6
0,30.3,6.1,14.7,0.416,3.8,8.2,0.46,4,4.7,2.3,3.2,2,18.6,2094,17.3,0.441,0.318,1.9,4.2,17.4,1.4,0.4,27.2,3.8,1.5,5.3,0.122,3,-1.4,1.6,1.9
0,30.3,4.3,10,0.433,2.8,6.3,0.452,1.2,1.5,2.7,1.5,1.1,11.4,1757,12.6,0.374,0.148,1.7,5.2,7.9,2,0.9,17.6,1.8,1.4,3.2,0.087,-0.4,0.3,0,0.9
0,30.3,5.4,11.7,0.464,4.9,9.7,0.508,3.2,4,7,1.3,1.3,14.6,1850,16.5,0.176,0.341,5.4,13,7.7,1.1,1,22.2,2.4,1.7,4.1,0.107,0,-0.7,-0.7,0.6
0,30.3,5,8.2,0.609,4.9,7.8,0.623,3.1,4.5,9.9,1.7,1.5,13.2,1544,19.8,0.046,0.549,11.2,18.3,8.8,0.8,4.1,16.8,3.4,1.6,5,0.155,1.2,-0.4,0.8,1.1
0,30.3,3.9,9.7,0.406,2.3,4.9,0.482,0.4,1,5.3,5.4,2.2,9.9,1423,11.7,0.5,0.105,4,9.1,23.8,2.3,1.1,16.9,-0.2,1.7,1.6,0.052,-1.6,1.3,-0.3,0.6
0,30.3,4.8,11.9,0.401,1.8,4.2,0.431,1.8,2.3,3.5,1.8,0.8,14.4,2152,12.1,0.649,0.195,1.1,6.8,9,1.1,0.5,20.6,1,1.3,2.3,0.051,-0.3,-1.5,-1.8,0.1
0,30.3,5,11.6,0.426,3.3,6.4,0.519,2.8,3.3,3.5,5.6,1.8,14.4,1486,15.7,0.453,0.281,1.8,6.1,25.2,1.6,2.4,20.7,2,1.3,3.3,0.107,1.2,0.6,1.8,1.4
0,30.3,3.2,8.2,0.388,2.3,5.6,0.41,1.3,1.7,3,4.8,2,8.5,1760,12.6,0.314,0.212,2.8,5.7,26.3,2.8,0.8,16,0.9,0.6,1.5,0.042,-0.6,0,-0.7,0.6
0,30.3,3.6,8.7,0.413,1.2,2.4,0.494,0.9,1.2,3.6,1.7,0.8,10.5,2183,10.4,0.725,0.136,1.6,6.4,7,1.6,1.5,14,1.4,1.8,3.1,0.069,-0.9,-0.1,-1,0.6
0,30.3,2.5,6,0.409,0.5,0.9,0.562,0.3,0.5,3.6,1.4,0.5,7.2,2364,7.7,0.845,0.079,1.6,7,6.2,1.1,0.5,10,1.3,1.4,2.8,0.056,-2.3,-0.3,-2.6,-0.4
0,30.3,4.5,10.5,0.427,3,5.9,0.501,1.7,1.8,3.3,2.6,1.3,12.1,1790,11.9,0.432,0.175,3.2,6,12.1,1.7,1.2,18.4,1,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1
0,30.3,5.4,12.6,0.425,4.7,10.7,0.444,2.6,3.2,5,3.2,2.3,14,2457,12.4,0.153,0.257,2.7,9,17.8,1.3,0.2,23.2,-0.5,1.8,1.4,0.027,-2.1,-1.2,-3.3,-0.8
0,30.3,4.5,8.6,0.519,3.5,6.4,0.551,1.3,1.5,2.9,8.3,1.5,11.2,2484,20.5,0.26,0.17,1.6,5.6,42.3,1.9,0.2,16.8,8.1,2.2,10.2,0.197,4.1,0.4,4.5,4.1
0,30.3,4.6,10.2,0.455,3.1,6.2,0.507,1.5,2.3,5.4,2.1,1.6,12.2,1759,12.4,0.39,0.231,3.5,9.8,11.3,1.5,2.3,18.6,0.5,1.5,2,0.054,-1.7,0.1,-1.6,0.2
0,30.3,3.9,8,0.489,3.9,7.9,0.489,3.1,4.5,7.4,1.5,1.9,10.9,2239,15.7,0.003,0.567,8.7,13.8,8.8,1.5,1.7,17.3,2.9,2,4.9,0.105,0,-0.5,-0.6,0.8
0,30.3,5.5,10.6,0.521,4.5,7.9,0.579,2.1,2.5,4.5,3.3,1.6,14.1,2276,15.6,0.258,0.241,3.9,7.9,15.4,2.1,1.4,18.4,3,2.6,5.6,0.119,-0.4,0.7,0.3,1.3
0,30.3,5,10.5,0.476,3.9,7.9,0.495,2.2,2.5,2.2,4.6,1.7,13.2,2063,15.3,0.245,0.239,1.3,4.3,24.5,1.6,0.4,19.8,3.1,0.8,3.9,0.091,0.3,-1.2,-0.9,0.6
0,30.3,3.9,9.1,0.428,1.9,3.9,0.486,2.1,2.5,2.7,6.7,1.5,11.9,2029,14.7,0.575,0.277,1.8,4.9,29.4,1.7,0.6,16.3,4.1,1.4,5.5,0.13,1,-0.1,0.9,1.5
0,30.3,6,13,0.463,3.6,7.5,0.484,5.4,6,6.1,2.6,1.5,19.8,2059,21,0.421,0.459,2.9,10.7,13.2,1.1,0.9,23.8,6.4,1.8,8.2,0.191,4.9,-0.5,4.3,3.3
0,30.3,4,10.1,0.4,1.9,4.3,0.437,1.9,2.4,2.5,2.3,1.3,12.2,2091,10.3,0.577,0.234,1.7,4.4,11.1,1.3,0.7,17.8,1.1,1.5,2.7,0.062,-1.4,-0.5,-1.8,0.1
0,30.3,5.4,13.6,0.396,3.4,7.6,0.451,1.6,2.1,3.3,2.6,1.4,14.3,2214,9.4,0.443,0.155,2.2,5.8,11.7,1.4,0.7,21.8,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1
0,30.3,4.5,9.6,0.473,3.2,6,0.536,1.3,1.7,5.2,1.6,0.9,11.6,2276,14.5,0.372,0.176,4.7,9.6,7.9,2.2,1.1,16.2,3,2.7,5.6,0.119,0.3,0.8,1.1,1.8
0,30.3,6.9,12.7,0.544,6.1,10.5,0.581,3.2,3.9,11.4,2.6,2.4,17.8,2240,21.2,0.168,0.308,10.9,20.8,14,0.9,2.6,23.8,4.6,2.7,7.3,0.156,2,-0.1,1.9,2.2
0,30.3,3.8,8.1,0.471,3.8,8.1,0.472,1.1,1.4,6.9,0.9,1.1,8.7,513,15.7,0.181,0.616,4.8,10.6,8.5,2.2,0.2,22.7,0.7,0.5,1.2,0.116,-0.5,-0.6,-1.1,0.1
0,30.3,4.9,11.4,0.43,4,8.8,0.457,2.4,2.9,3.1,4.3,2.4,13,2331,13.9,0.222,0.253,2.7,6.2,25,1.7,0.2,23,1.6,2.4,4,0.082,-0.1,-0.6,-0.7,0.8
0,30.3,3.2,7.3,0.436,1.8,3.5,0.516,0.8,1.1,4.8,4.3,1.1,8.5,2360,13.8,0.514,0.15,4,8.9,21.9,1.3,1.5,13.4,3.5,3,6.5,0.132,0.5,1.5,2,2.3
